Train dataset: data/classification/data.three_gauss.train.100.csv
Test dataset: data/classification/data.three_gauss.test.100.csv
Layers: [2, 128, 64, 32, 3]
Test dataset: 0
Seed: 12020122
Learning rate: 0.1
Activation function: indentity
Output function: softmax
Problem type: classification
Epochs: 300
Epochs;Loss (cross_entropy);Loss (hinge);Accuracy
5;-5.999999703503223e-05;0.6666666666666666;33.33333333333333
10;-5.999999703503223e-05;0.6666666666666666;33.33333333333333
15;-5.999999703503223e-05;0.6666666666666666;33.33333333333333
20;-5.999999703503223e-05;0.6666666666666666;33.33333333333333
25;-5.999999703503223e-05;0.6666666666666666;33.33333333333333
30;-5.999999703503223e-05;0.6666666666666666;33.33333333333333
35;-5.999999703503223e-05;0.6666666666666666;33.33333333333333
40;-5.999999703503223e-05;0.6666666666666666;33.33333333333333
45;-5.999999703503223e-05;0.6666666666666666;33.33333333333333
50;-5.999999703503223e-05;0.6666666666666666;33.33333333333333
55;-5.999999703503223e-05;0.6666666666666666;33.33333333333333
60;-5.999999703503223e-05;0.6666666666666666;33.33333333333333
65;-5.999999703503223e-05;0.6666666666666666;33.33333333333333
70;-5.999999703503223e-05;0.6666666666666666;33.33333333333333
75;-5.999999703503223e-05;0.6666666666666666;33.33333333333333
80;-5.999999703503223e-05;0.6666666666666666;33.33333333333333
85;-5.999999703503223e-05;0.6666666666666666;33.33333333333333
90;-5.999999703503223e-05;0.6666666666666666;33.33333333333333
95;-5.999999703503223e-05;0.6666666666666666;33.33333333333333
100;-5.999999703503223e-05;0.6666666666666666;33.33333333333333
105;-5.999999703503223e-05;0.6666666666666666;33.33333333333333
110;-5.999999703503223e-05;0.6666666666666666;33.33333333333333
115;-5.999999703503223e-05;0.6666666666666666;33.33333333333333
120;-5.999999703503223e-05;0.6666666666666666;33.33333333333333
125;-5.999999703503223e-05;0.6666666666666666;33.33333333333333
130;-5.999999703503223e-05;0.6666666666666666;33.33333333333333
135;-5.999999703503223e-05;0.6666666666666666;33.33333333333333
140;-5.999999703503223e-05;0.6666666666666666;33.33333333333333
145;-5.999999703503223e-05;0.6666666666666666;33.33333333333333
150;-5.999999703503223e-05;0.6666666666666666;33.33333333333333
155;-5.999999703503223e-05;0.6666666666666666;33.33333333333333
160;-5.999999703503223e-05;0.6666666666666666;33.33333333333333
165;-5.999999703503223e-05;0.6666666666666666;33.33333333333333
170;-5.999999703503223e-05;0.6666666666666666;33.33333333333333
175;-5.999999703503223e-05;0.6666666666666666;33.33333333333333
180;-5.999999703503223e-05;0.6666666666666666;33.33333333333333
185;-5.999999703503223e-05;0.6666666666666666;33.33333333333333
190;-5.999999703503223e-05;0.6666666666666666;33.33333333333333
195;-5.999999703503223e-05;0.6666666666666666;33.33333333333333
200;-5.999999703503223e-05;0.6666666666666666;33.33333333333333
205;-5.999999703503223e-05;0.6666666666666666;33.33333333333333
210;-5.999999703503223e-05;0.6666666666666666;33.33333333333333
215;-5.999999703503223e-05;0.6666666666666666;33.33333333333333
220;-5.999999703503223e-05;0.6666666666666666;33.33333333333333
225;-5.999999703503223e-05;0.6666666666666666;33.33333333333333
230;-5.999999703503223e-05;0.6666666666666666;33.33333333333333
235;-5.999999703503223e-05;0.6666666666666666;33.33333333333333
240;-5.999999703503223e-05;0.6666666666666666;33.33333333333333
245;-5.999999703503223e-05;0.6666666666666666;33.33333333333333
250;-5.999999703503223e-05;0.6666666666666666;33.33333333333333
255;-5.999999703503223e-05;0.6666666666666666;33.33333333333333
260;-5.999999703503223e-05;0.6666666666666666;33.33333333333333
265;-5.999999703503223e-05;0.6666666666666666;33.33333333333333
270;-5.999999703503223e-05;0.6666666666666666;33.33333333333333
275;-5.999999703503223e-05;0.6666666666666666;33.33333333333333
280;-5.999999703503223e-05;0.6666666666666666;33.33333333333333
285;-5.999999703503223e-05;0.6666666666666666;33.33333333333333
290;-5.999999703503223e-05;0.6666666666666666;33.33333333333333
295;-5.999999703503223e-05;0.6666666666666666;33.33333333333333
300;-5.999999703503223e-05;0.6666666666666666;33.33333333333333
